,target_id,smiles,pAc
25744,P43405,CN1CCC2=C(CC1)C=C(C=C2)NC(=O)C3=CC4=CC(=CC(=C4N3)Cl)NC5=NC=CC(=N5)C6=CN(C=N6)C,8.07
25078,P43405,CNC1=CC=C(C=C1)C2=NC(=C3C(=C2)N=CN(C3=O)C)N[C@@H]4CCOC4,7.03
24128,P43405,COC1=C(C=C(C=C1)NC2=NC3=C(C(=N2)N4CCOCC4)NC=N3)OC,4.92
25182,P43405,COC1=CC(=CC(=C1OC)OC)C2=NC(=C3C=CC=NC3=C2)OCC4CC(=O)NO4,7.17
26016,P43405,C1CC[C@H]([C@H](C1)N)NC2=CC(=C(C=C2)C(=O)N)NC3=CC=CC(=N3)C4=CC(=C(C=C4)F)F,8.82
24082,P43405,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC1=CC=C(C=C1)OP(=O)(O)O)NC(=O)C,3.41
25694,P43405,CC1=C2C(=CC(=C1)NC3=NC=CC(=N3)C4=CN(C=N4)C)C=C(N2)C(=O)N(C)CC5=CC(=NN5C)C,7.965
24598,P43405,CC(C)NC1=C2C(=CC(=N1)C3=CC=C(C=C3)CCN4CCOCC4)N=CN(C2=O)C,6.42
25814,P43405,CN1C=C(N=C1)C2=NC(=NC=C2)NC3=CC(=C4C(=C3)C=C(N4)C(=O)N5CCC(CC5)N6CC(C6)OC)Cl,8.21
25109,P43405,CN1C=NC2=CC(=NC(=C2C1=O)NC3CC3)C4=CC(=C(C=C4)N5CCN(CC5)CCO)S(=O)(=O)C,7.07
24553,P43405,CN1C=NC2=CC(=NC(=C2C1=O)NCCOC)C3=CN=C(C=C3)F,6.37
24874,P43405,CN1C=NC2=CC(=NC(=C2C1=O)NCCO)C3=CC=C(C=C3)S(=O)(=O)CCN4CCOCC4,6.77
25752,P43405,CN1C=NC2=C1C=C(C=C2)C3=CC4=C(C=CC=N4)C(=C3)OCC5=C(C=CC=N5)C(=O)N,8.09
26179,P43405,C[C@H]([C@@H]1CC(=O)NC1)OC2=C3C=CC=NC3=CC(=N2)C4=CC=CC=C4,9.7
25255,P43405,CN(C)C(=O)C1=CC2=C(N1)C=CC(=C2)NC3=NC=CC(=N3)C4=NC=CC(=C4)OC,7.28
25595,P43405,CC1CCCN1C2=NC(=CC=C2)NC3=CC(=NN4C3=NC=C4)C5=CC(=CC=C5)CN,7.8
24617,P43405,CN1C=NC2=CC(=NC(=C2C1=O)NC3CC3)C4=CC=C(C=C4)NS(=O)(=O)C,6.46
25409,P43405,COC1=CC2=C(C=C1)N(C=C2/C=C\3/C4=C(C=CC(=C4)S(=O)(=O)N)NC3=O)CCCO,7.49
25986,P43405,CC1=CN2C=C(C=CC2=N1)C3=CC4=C(C=CC=N4)C(=C3)O[C@H](C)[C@@H]5CC(=O)NC5,8.72
25631,P43405,CC1=CC(=C(C(=C1)OC)OCCN2CCOCC2)OC,7.87
25905,P43405,CN1C=C(N=C1)C2=NC(=NC=C2)NC3=CC(=C4C(=C3)C=C(N4)C(=O)N5CCN6CCCC6C5)Cl,8.44
24859,P43405,C[C@H](CO)NC1=C2C(=CC(=N1)C3=CN=C(C=C3)C(C)(C)O)N=CN(C2=O)C,6.75
26071,P43405,CC1=NC(=CC(=C1)OC)NC2=C(N=CC(=C2)N[C@@H]3CCCC[C@@H]3N)C(=O)N,9.1
25608,P43405,C[C@H]([C@@H](C)OC1=CC(=NC=C1)C2=NC(=NC=C2)NC3=CC4=C(C=C3)NC(=C4)C(=O)N5CCN(CC5)C)O,7.82
24659,P43405,CN1C=NC2=CC(=NC(=C2C1=O)NCC3=CC=NC=C3)C4=CC=C(C=C4)N5CCOCC5,6.52
24898,P43405,CC(C)NC1=C2C(=CC(=N1)C3=CN=C(C=C3)C4(CC4)N)N=CN(C2=O)C,6.8
24674,P43405,CN1C=NC2=CC(=NC(=C2C1=O)N3CC[C@@H](C3)CO)C4=CC(=C(C=C4)N5CCOCC5)Cl,6.54
24694,P43405,C[C@H](CNC1=C(C=C(C=C1)C2=NC(=C3C(=C2)N=CN(C3=O)C)NC(C)C)S(=O)(=O)C)O,6.56
25250,P43405,C1=CC=NC(=C1)C2=NC(=NC=C2)NC3=CC(=C4C=CNC4=C3)Cl,7.27
25063,P43405,CC(C)NC1=C2C(=CC(=N1)C3=CC=C(C=C3)N4CCN(CC4)C(=O)CO)N=CN(C2=O)C,7.0
24514,P43405,CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)OP(=O)(O)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC2=CC=C(C=C2)OP(=O)(O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CC(=O)N)NC(=O)C,6.32
26099,P43405,COC1=C(C=C(C=C1)C2=CC3=C(C=CC=N3)C(=C2)OCC4=C(C=CC=N4)C(=O)N)OC,9.22
25809,P43405,CCN1C=C(C(=N1)C)CNC(=O)C2=CC3=CC(=CC(=C3N2)C)NC4=NC=CC(=N4)C5=CN(C=N5)C,8.205
25044,P43405,CCN1CCN(CC1)C2=C(C=C(C=C2)C3=NC(=C4C(=C3)N=CN(C4=O)C)NC(C)C)S(=O)(=O)C,6.99
24882,P43405,C[C@H](C1=CC=C(C=C1)C2=NC(=C3C(=C2)N=CN(C3=O)C)NC4CC4)NC(=O)C,6.78
24688,P43405,CN1C=NC2=CC(=NC(=C2C1=O)NC3CC3)C4=CC=C(C=C4)S(=O)(=O)CCN(C)C,6.55
25882,P43405,CC1=CC(=CC=C1)NC2=NC(=NC=C2C(=O)N)N[C@@H]3CC(CC[C@@H]3N)(F)F,8.4
24666,P43405,CN1C=NC2=CC(=NC(=C2C1=O)NC3CC3)C4=CC=C(C=C4)C5(CCC5)O,6.53
25532,P43405,CN1CCN(CC1)C(=O)C2=CC3=C(N2)C=CC(=C3)NC4=NC=CC(=N4)C5=NC=CC(=C5)O[C@H]6CCOC6,7.68
24129,P43405,CN(C)CCN(C)C1=NC=C(C(=N1)NC2=CC=CC(=C2)C(F)(F)F)C(=O)N,5.0
24663,P43405,CCN1CCN(CC1)C2=C(C=CC(=C2)C3=NC(=C4C(=C3)N=CN(C4=O)C)NC(C)C)S(=O)(=O)C,6.52
25916,P43405,CC(C(F)(F)F)OC1=CC(=NC=C1)C2=NC(=NC=C2)NC3=CC4=C(C=C3)NC(=C4)C(=O)N5CCN(CC5)C,8.48
26064,P43405,C[C@H]([C@@H]1CC(=O)NC1)OC2=CC(=CC3=C2C=CC=N3)C4=CC5=C(C=C4)C(=O)NCC5,9.05
24769,P43405,CC1=C(C2=C(C=C1)NN=C2)NC3=NC(=NC=C3)NC4=CC=CC(=C4)C(=O)N,6.66
26063,P43405,CC(C)(CO)COC1=CC(=NC=C1)C2=NC(=NC=C2)NC3=CC4=C(C=C3)NC(=C4)C(=O)N5CCN(CC5)C,9.05
26054,P43405,C[C@H]([C@@H]1CC(=O)NC1)OC2=CC(=CC3=C2C=CC=N3)C4=CN=C(C=C4)OC(C)C,9.0
25093,P43405,CC1=C(C=CC(=C1)C2=NC(=C3C(=C2)N=CN(C3=O)C)NC(C)C)C4CCNCC4,7.05
24169,P43405,C1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)NCC3=C(C=CC(=C3)O)O,5.3
25276,P43405,CN(C)C(=O)C1=CC2=C(N1)C=CC(=C2)NC3=NC=CC(=N3)C4=NC=CC(=C4)OCCO,7.3
24586,P43405,CN1C=NC2=CC(=NC(=C2C1=O)NC3CCC3)C4=CC=C(C=C4)S(=O)(=O)C,6.41
25505,P43405,CCOC1=CC(=NC=C1)C2=NC(=NC=C2)NC3=CC4=C(C=C3)NC(=C4)C(=O)N5CCN(CC5)C,7.64
25899,P43405,CC1=CC(=CC(=C1)NC2=NC=CC(=N2)N3C=C(C(=C3)C4CC4)CN5CC[C@H](C5)O)C,8.43
25794,P43405,C1CC[C@H]([C@H](C1)N)NC2=CN=C(C(=C2)C3=NC4=CC=CC=C4N3)C(=O)N,8.15
24429,P43405,C[C@@H](CNC1=C2C(=CC(=N1)C3=CC=C(C=C3)C(C)(C)O)N=CN(C2=O)C)NC(=O)OC,6.19
25282,P43405,CC1=CC(=CC(=C1)C2=CN=C(S2)C3(CCC(=O)NCC3)CN)NC4=NC=CC(=N4)C(F)(F)F,7.3
24396,P43405,CN1C=NC2=CC(=NC(=C2C1=O)N3CCC4=C(C3)C(=CC=C4)CO)C5=CC=C(C=C5)N6CCNCC6,6.13
25745,P43405,CN(C)CCCNC(=O)C1=CC2=C(N1)C=CC(=C2)NC3=NC=CC(=N3)C4=NC=CC(=C4)OC,8.07
24434,P43405,CC(C)(C1=NC=C(C=C1)C2=NC(=C3C(=C2)N=CN(C3=O)C)N4CC(=O)C4)O,6.2
24331,P43405,CCOC1=NC=C(C=C1)C2=NC(=C3C(=C2)N=CN(C3=O)C)NC(C)C,6.01
25571,P43405,CN1CCN(CC1)C(=O)C2=CC3=C(N2)C=CC(=C3)NC4=NC=CC(=N4)C5=NC=CC(=C5)OCC6CC(=O)NC6,7.76
24304,P43405,C1=CC(=CC(=C1)NC2=NC(=NC=C2F)NC3=CC=CC(=C3)N)N,5.9433333333333325
25381,P43405,C1CC[C@H]([C@H](C1)N)NC2=CN=C(C(=N2)NC3=CC=CC4=C3NC=C4)C(=O)N,7.446666666666666
25026,P43405,CN1CCN(CC1)C(=O)C2=CC3=C(N2)C=CC(=C3)NC4=NC=CC(=N4)C5=NC=CC(=C5)OCC6=CC=CC=C6CO,6.96
26100,P43405,CC1=CC(=NC(=C1)NC2=NC=CC(=C2)C(C)(C)C)C3=CN=C(S3)C4(CCCC5=C4C=CC(=C5)C(=O)O)O,9.25
25590,P43405,COC1=CC(=CC(=C1OC2CCOCC2)OC)C3=NC(=C4C=CC=NC4=C3)OC[C@@H]5CC(=O)NC5,7.79
24644,P43405,CC(C)(CO)NC(=O)C1=CNC2=NC=C(N=C12)N3C4=C(C=CC(=C4)Cl)C=N3,6.5
24723,P43405,CN1C=NC2=CC(=NC(=C2C1=O)N[C@@H]3CCN(C3)S(=O)(=O)C)C4=CC=C(C=C4)N5CCOCC5,6.6
26076,P43405,CC1=C2C(=CC(=C1)NC3=NC=CC(=N3)C4=CN(C=N4)C)C=C(N2)C(=O)NCC5=CC=CC=N5,9.13
24119,P43405,C[C@H]([C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)OP(=O)(O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N)NC(=O)C)O,4.7
25884,P43405,CC1=C2C(=CC(=C1)NC3=NC=CC(=N3)C4=CN(C=N4)C)C=C(N2)C(=O)NCC5=CC=NN5,8.4
25441,P43405,C1CCN(C1)CCN2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NC5=NC=CC(=N5)C6=CC=CC=N6,7.54
25111,P43405,CN1C=NC2=CC(=NC(=C2C1=O)N3CC[C@@H](C3)CO)C4=CC=C(C=C4)N5CCN(CC5)CCS(=O)(=O)C,7.08
25313,P43405,COCCN1CCN(CC1)C(=O)C2=CC3=C(N2)C=CC(=C3)NC4=NC=CC(=N4)C5=CC=CC=N5,7.33
24563,P43405,CN1C=NC2=CC(=NC(=C2C1=O)NC[C@@H]3CCCO3)C4=CC=C(C=C4)N5CCOCC5,6.39
24111,P43405,CNC1=NC=NC(=N1)C2=C(N=CC=C2)OC3=CC(=C(C=C3)F)C(=O)NC4=C(C=CC(=C4)C(F)(F)F)N(C)CCCN(C)C,4.6
24353,P43405,CC1=CC(=NN1)NC2=NN(C(=O)C3=C2C=CC(=C3)OCCOC)C(C)C,6.05
24856,P43405,CN1C=NC2=CC(=NC(=C2C1=O)N[C@@H]3CCOC3)C4=CC5=C(C=C4)NC(=O)C5,6.75
24291,P43405,CC1=CC(=CC=C1)NC2=NC(=NC=C2C(=O)N)NCC3CCCCN3,5.9
25490,P43405,CC1(CCN(CC1)C2=CC=C(C=C2)NC3=NC(=CN4C3=NC=C4)C5=CC6=C(C=C5)C=NN6)O,7.613333333333332
25820,P43405,CC1=CC(=CC(=C1)NC2=C(C3=NC=CN3C(=N2)N[C@@H]4CCCC[C@@H]4N)C(=O)N)C,8.22
24498,P43405,C1=CN(C=C1)CCOC2=CC=C(C=C2)NC3=NC=CC(=N3)C4=NC=CS4,6.3
26038,P43405,C[C@H]([C@@H]1CC(=O)NC1)OC2=CC(=CC3=C2C=CC=N3)C4=CN=C(C=C4)CS(=O)(=O)C,8.96
25340,P43405,CC1=CNC2=C1C=CC=C2NC3=C4C(=CC(=N3)N[C@@H]5CCCC[C@@H]5N)NC=NC4=O,7.373333333333332
26018,P43405,C[C@H]([C@@H]1CC(=O)NC1)OC2=CC(=CC3=C2C=CC=N3)C4=CN(N=C4)C(F)(F)F,8.85
24206,P43405,CCOC1=CC=CC(=C1)NC2=NC(=NC=C2F)NC3=CC(=CC=C3)OCC,5.51
25024,P43405,CN1C=NC2=CC(=NC(=C2C1=O)NCCCO)C3=CC=C(C=C3)S(=O)(=O)CCN4CCOCC4,6.95
24575,P43405,CC1=CC(=CC=C1)NC2=NC(=NC=C2C(=O)N)N[C@H]3CCNC3,6.4
26151,P43405,CC1=NC(=CC(=C1)CCC(C)(C)O)NC2=C(N=CC(=C2)N[C@@H]3CCCC[C@@H]3N)C(=O)N,9.4
25365,P43405,CN1C=NC2=CC(=NC(=C2C1=O)NC3CC3)C4=CC(=CC=C4)S(=O)(=O)N,7.42
25453,P43405,CN1CCN(CC1)C(=O)C2=CC3=C(N2)C=CC(=C3)NC4=NC=CC(=N4)C5=NC=CC(=C5)OCCCF,7.55
24828,P43405,CC(C)(C)NC(=O)C1=CNC2=NC=C(N=C12)C3=C4CCCCN4C=N3,6.713333333333333
25881,P43405,CN1C=C(N=C1)C2=NC(=NC=C2)NC3=CC(=C4C(=C3)C=C(N4)C(=O)N5CCN(CC5)CCN6CCOCC6)Cl,8.4
25600,P43405,CN(C)C(=O)C1=CC2=C(S1)C=CC(=C2)NC3=NC=CC(=N3)C4=NC=CC(=C4)OC,7.81
25422,P43405,COC1=CC(=CC(=C1OC)OC)C2=CC3=C(C=CC=N3)C(=C2)OC[C@@H]4CC(=O)NC4,7.51
24662,P43405,CN1C=NC2=CC(=NC(=C2C1=O)NCCCN)C3=CN=C(C=C3)N4CCOCC4,6.52
24713,P43405,CN1C=NC2=CC(=NC(=C2C1=O)N3CC[C@@H](C3)CO)C4=CC=C(C=C4)OCC5CCCO5,6.58
25477,P43405,COC1=C(C(=CC(=C1)C2=NC(=C3C=CC=NC3=C2)OC[C@@H]4CC(=O)NC4)Cl)OC,7.6
25795,P43405,CC1=NN(C=C1CN2CC[C@H](C2)O)C3=NC(=NC=C3)NC4=CC5=C(C=C4)N(C=C5C(=O)C6CC6)C,8.16
24634,P43405,CN1CCC(CC1)C2=C(C=C(C=C2)C3=NC(=C4C(=C3)N=CN(C4=O)C)NC5CC5)F,6.48
24265,P43405,CCOC1=CC=C(C=C1)NC2=NC(=NC=C2F)NC3=CC=C(C=C3)OCC,5.78
25912,P43405,CC1=C2C(=CC(=C1)NC3=NC=CC(=N3)C4=CN(C=N4)C)C=C(N2)C(=O)NNC(=O)C,8.465
24197,P43405,COC1=CC=C(C=C1)C2=CC3=NC=C(C=C3C(=N2)NCCCN)C4=CC=CC=C4,5.44
24138,P43405,CN1C=C(C2=C1C=CC(=C2)OC)CC3C4=C(C=CC(=C4)S(=O)(=O)N)NC3=O,5.09
24232,P43405,C1=CC(=CC(=C1)O)NC2=NC(=NC=C2F)NC3=CC=C(C=C3)OCC(=O)N,5.6400000000000015
24541,P43405,C1=CC2=C(N=C(C=C2N=C1)C3=CC=CS3)NCCCN,6.36
26199,P43405,C[C@H]([C@@H]1CC(=O)NC1)OC2=C3C=CC=NC3=CC(=N2)C4=CC(=C(C=C4)OC5CCOCC5)OC,10.0
25253,P43405,CCC1=CC(=CC=C1)NC2=NC(=NC=C2C(=O)N)NCCN,7.28
25915,P43405,C[C@H]([C@@H]1CC(=O)NC1)OC2=CC(=CC3=C2C=CC=N3)C4=CN=C(C=C4)OCC(F)(F)F,8.47
25405,P43405,C1CCN(NC1)C(=O)C2=CC3=CC(=CC(=C3N2)Cl)NC4=NC=CC(=N4)C5=CC=CC=N5,7.49
25627,P43405,CC1=C2C(=CC(=C1)NC3=NC=CC(=N3)C4=CN(C=N4)C)C=C(N2)C(=O)NCC5=CC=C(C=C5)Cl,7.86
24641,P43405,CN1C=NC2=CC(=NC(=C2C1=O)N3CCC(C3)(CO)O)C4=CC=C(C=C4)N5CCOCC5,6.49
24086,P43405,C[C@@H](C1=NC(=NO1)CC2=CC=C(C=C2)C(F)(F)F)NC(=O)[C@H](CC3=CC=C(C=C3)OP(=O)(O)O)NC(=O)CC4=CC5=CC=CC=C5C=C4,3.52
26090,P43405,CC1=CC(=NC(=C1)NC2=NC=CC(=C2)C(F)(F)F)C3=CN=C(S3)C4(CCCC5=C4C=CC(=C5)C6=NNN=N6)O,9.17
25839,P43405,CC(C)(CO)COC1=CC(=NC=C1)C2=NC(=NC=C2)NC3=CC4=C(C=C3)NC(=C4)C(=O)N(C)C,8.29
25623,P43405,CC1=C2C(=CC(=C1)NC3=NC=CC(=N3)C4=CN(C=N4)C)C=C(N2)C(=O)NCCCN5CCOCC5,7.85
24252,P43405,C[C@H]([C@@H]1CC(=O)NC1)OC2=C3C=CC=NC3=CC(=N2)C4CC4,5.72
25701,P43405,CC1=CC=C(C=C1)NC2=NC(=NC=C2C(=O)N)N[C@@H]3CCCC[C@@H]3N,8.0
25202,P43405,CCN1CCN(CC1)C2=C(C=C(C=C2)C3=NC(=C4C(=C3)N=CN(C4=O)C)NCCOC)S(=O)(=O)C,7.19
24633,P43405,C[C@@H]1CN(C[C@@H](O1)C)C2=CC=C(C=C2)C3=NC(=C4C(=C3)N=CN(C4=O)C)N5CC[C@@H](C5)CO,6.48
25581,P43405,C1COCCN1C(=O)C2=CC3=C(N2)C=CC(=C3)NC4=NC=CC(=N4)C5=NC=CC(=C5)OCCCO,7.77
24215,P43405,CC(C)(C1=NC=C(C=C1)C2=NC(=C3C(=C2)N=CN(C3=O)C)NCCC#N)O,5.55
25824,P43405,CC(C)(C#N)C1=CC(=NC=C1)C2=NC(=NC=C2)NC3=CC4=C(C=C3)NC(=C4)C(=O)N(C)C5CCOCC5,8.24
24808,P43405,CC(C)(C1=NC=C(C=C1)C2=NC(=C3C(=C2)N=CN(C3=O)C)N[C@@H]4CCOC4)O,6.7
25926,P43405,COC1=C(N=C(C=C1)NC2=CC(=CN3C2=NC=N3)C4=CC(=CC=C4)C(=O)NC5=CC=C(C=C5)C(=O)O)OC,8.52
25079,P43405,COC1=C(C=C(C=C1)NC2=C3C(=NC(=N2)N4CCC(C4)C(=O)NC5=CC=C(C=C5)C(=O)O)SC=N3)OC,7.03
25019,P43405,CN1C=NC2=CC(=NC(=C2C1=O)N3CCC[C@H](C3)CO)C4=CC=C(C=C4)N5CCOCC5,6.95
24301,P43405,CC(C)(C1=NC=C(C=C1)C2=NC(=C3C(=C2)N=CN(C3=O)C)NCC4CCOCC4)O,5.93
25334,P43405,CC(C)(C)NC(=O)C1=CNC2=NC=C(N=C12)C3=NN(C4=C3C=CC(=C4)F)CCCS(=O)(=O)C,7.363333333333332
24638,P43405,CC1=NN(C=C1CN2CC(C2)O)C3=NC(=NC=C3F)NC4=CC5=C(C=C4)N(N=C5)C,6.49
26188,P43405,C[C@H]([C@@H]1CC(=O)NC1)OC2=CC(=CC3=C2C=CC=N3)C4=CN(N=C4)CCOC(=O)C,10.0
24643,P43405,CC(C)(C1=CC=C(C=C1)C2=NC(=C3C(=C2)N=CN(C3=O)C)NC4CC4)OC,6.5
24841,P43405,CN1C=NC2=CC(=NC(=C2C1=O)NC3CC3)C4=CC(=C(C=C4)OC)S(=O)(=O)C,6.74
25614,P43405,CN1CCN(CC1)C(=O)C2=CC3=C(N2)C=CC(=C3)NC4=NC=CC(=N4)C5=NC=CC(=C5)OCC6CC6,7.84
24399,P43405,CN1C=NC2=CC(=NC(=C2C1=O)N3CC[C@@H](C3)CO)C4=C(C=C(C=C4)N5CCOCC5)Cl,6.14
24074,P43405,C[C@H]([C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC1=CC=C(C=C1)OP(=O)(O)O)NC(=O)C)O,3.24
24773,P43405,CC(C)(CO)NC1=C2C(=CC(=N1)C3=CN=C(C=C3)C(C)(C)O)N=CN(C2=O)C,6.66
24787,P43405,CC(C)(CO)NC(=O)C1=CNC2=NC=C(N=C12)C3=NN(C4=C3C=CC(=C4)Cl)C,6.676666666666666
25057,P43405,CN1C=NC2=CC(=NC(=C2C1=O)NCCO)C3=CC=C(C=C3)N4CCOCC4,7.0
24561,P43405,C[C@@H]1CN(CCO1)C2=NC=C(C=C2)C3=NC(=C4C(=C3)N=CN(C4=O)C)NC5CC5,6.39
25341,P43405,CN1C=NC2=CC(=NC(=C2C1=O)NCCCO)C3=CC=C(C=C3)N4CCNCC4,7.38
25950,P43405,CC1=NC2=C(N1)C=C(C=C2)C3=CC4=C(C=CC=N4)C(=C3)OCC5=C(C=CC=N5)C(=O)N,8.6
25561,P43405,CC1(COC1)COC2=CC(=NC=C2)C3=NC(=NC=C3)NC4=CC5=C(C=C4)NC(=C5)C(=O)N6CCN(CC6)C,7.74
25818,P43405,CC1=C2C(=CC(=C1)NC3=NC=CC(=N3)C4=CC=CC=N4)C=C(N2)C(=O)N(C)C,8.22
24443,P43405,C1CCN(CC1)C(=O)CCCN2C=C(C3=CC=CC=C32)/C=C\4/C5=C(C=CC(=C5)S(=O)(=O)N)NC4=O,6.21
25837,P43405,C[C@H]([C@@H]1CC(=O)NC1)OC2=CC(=CC3=C2C=CC=N3)C4=CN5C=C(N=C5C=C4)C(F)(F)F,8.28
24438,P43405,CC(C)NC1=C2C(=CC(=N1)C3=CC=C(C=C3)CN4CCOCC4)N=CN(C2=O)C,6.2
24696,P43405,CN1C=NC2=CC(=NC(=C2C1=O)N3CC[C@@H](C3)CO)C4=CC=C(C=C4)OC[C@H]5CCCN5,6.56
24675,P43405,CCNC1=C2C(=CC(=N1)C3=CC=C(C=C3)S(=O)(=O)CCN(C)C)N=CN(C2=O)C,6.54
24243,P43405,CC(C)NC1=C2C(=CC(=N1)C3=CC(=NC=C3)OC)N=CN(C2=O)C,5.7
24878,P43405,CCN1CCC(CC1)C2=C(C=C(C=C2)C3=NC(=C4C(=C3)N=CN(C4=O)C)NCCCO)C,6.78
25352,P43405,C[C@@H]([C@H](C)OC1=CC(=NC=C1)C2=NC(=NC=C2)NC3=CC4=C(C=C3)NC(=C4)C(=O)N5CCN(CC5)C)O,7.39
25977,P43405,CC1=CC(=CC(=C1)C2=CN=C(S2)[C@]3(CC[C@@H](C(C3)(C)C)C(=O)O)OC)NC4=NC=CC(=N4)C(F)(F)F,8.7
26046,P43405,COC1=C(C=CC(=C1)C2=NC(=C3C=CC=NC3=C2)OC[C@@H]4CC(=O)NC4)O[C@@H]5CCOC5,9.0
25790,P43405,CN1C=C(N=C1)C2=NC(=NC=C2)NC3=CC(=C4C(=C3)C=C(N4)C(=O)NC5CCNCC5)Cl,8.15
24609,P43405,CN1C=NC2=CC(=NC(=C2C1=O)NC3CC3)C4=CC(=CC=C4)S(=O)(=O)NC5CC5,6.44
24233,P43405,CC(C)(C1=NC=C(C=C1)C2=NC(=C3C(=C2)N=CN(C3=O)C)NC4CCS(=O)(=O)C4)O,5.65
26047,P43405,CN(C)C(=O)C1=CC2=CC(=CC(=C2N1)Cl)NC3=NC=CC(=N3)C4=CC=CC=N4,9.0
24645,P43405,CNC1=CC=C(C=C1)C2=NC(=C3C(=C2)N=CN(C3=O)C)NCCOC,6.5
24805,P43405,CC(C)(C)C1=NC(=CC=C1)NC2=CC(=NN=C2C(=O)N)N[C@@H]3CCCC[C@@H]3N,6.7
26141,P43405,CC1=CC(=NC(=C1)NC2=NC=CC(=C2)C(F)(F)F)C3=CN=C(S3)[C@]4(CCCC5=C4C=CC(=C5)C(=O)NC6=NNN=N6)O,9.3
26114,P43405,CC1=CC(=NC(=C1)NC2=NC=CC(=C2)C(C)C)C3=CN=C(S3)C4(CCCC5=C4C=CC(=C5)C(=O)O)O,9.3
24646,P43405,CN1C=NC2=CC(=NC(=C2C1=O)NC3=NC(=CS3)CCO)C4=CC=C(C=C4)N5CCOCC5,6.5
25045,P43405,CN1C=NC2=CC(=NC(=C2C1=O)NC3CC3)C4=CC(=C(C=C4)N5CCOCC5)S(=O)(=O)C,6.99
25217,P43405,CC1=CN(C=C1CN2CC(C2)O)C3=NC(=NC=C3)NC4=CC(=C(C(=C4)OC)OCC(=O)N5CCCC5)OC,7.21
26009,P43405,COC1=CC(=CC(=C1)NC2=C(C3=NC=CN3C(=N2)NC4CCCCC[C@H]4N)C(=O)N)OC,8.8
