,target_id,smiles,pAc
28477,P49841,COC1=C(C=C(C=C1)C2=C(N=CO2)C(=O)NCCC3=CC=NC=C3)Cl,6.7
28754,P49841,CCS(=O)(=O)NC1=CC=C(C=C1)CCNC(=O)C2=C3C(=C(C=C2)O)NC(=N3)C4=CC=CC=C4,7.33
27699,P49841,CN1CCC(CC1)NC(=O)C2=CN=C(N=C2NC3CCCC3)NCC4=C(C=CC(=C4)Cl)Cl,4.52
29137,P49841,C1CCN(CC1)C(=O)N2CCN3C=C(C4=C3C(=CC=C4)C2)C5=C(C(=O)NC5=O)C6=CN=C7N6C=CC=C7,8.766666666666666
28784,P49841,C1CC1C(=O)NC2=NNC3=NC(=C(C=C32)Br)C4=CC=CS4,7.41
27698,P49841,CN1CCC(CC1)NC(=O)C2=CN=C(N=C2N[C@@H]3COC[C@H]3O)NC4=CC(=CC(=C4)Cl)Cl,4.52
27748,P49841,CC(C)CCN1C=C(C(=O)C2=C1C(=C(C(=C2N)F)NCCNC3=CC=CC=N3)OC)C(=O)O,4.8
28382,P49841,C1=CC=C2C=C(C=CC2=C1)C3=NC(=NC=C3)NC4=CC=C(C=C4)S(=O)(=O)N,6.51
28914,P49841,C1=CC2=C(C=NN2N=C1)C3=NC(=NC=C3)NC4=CC=C(C=C4)C(=O)N,7.7
27951,P49841,CC1=C(C=C(C=C1)NC2=NC3=C(C=NN3C(=C2)NC4CC4)C#N)NC(=O)C,5.59
27830,P49841,COC(=O)C1=CC2=C(C=C1)NC3=C2CC(=O)NC4=CC=CC=C43,5.14
28977,P49841,CCC1=NN(C2=C1C(=NC=N2)N/N=C/C3=CC=NC=C3)C4=CC(=CC=C4)OC,7.9
27662,P49841,CC(=O)OC1=C(C=C(C=C1)C2=CSC3=C2N4C=CC=C4C3=O)OC(=O)C,4.3
28467,P49841,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=C5C=CC=NN5N=C4,6.7
27741,P49841,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,4.75
27924,P49841,CC(=O)O[C@@H]1C[C@@H]2[C@](C=CC(=O)C2(C)C)([C@@H]3[C@@]1(C4=CC[C@H]([C@@]4(CC3)C)[C@@H]5CC(=O)OC5)C)C,5.52
28128,P49841,CC(=O)NC1=CN=C2C=CN(C2=C1)C3=NC4=C(C=NN4C(=C3)NC5CC5)C#N,6.0
28548,P49841,C1COC2=C(O1)C=CC(=C2)C3=NN=C(O3)SCC4=CC=C(C=C4)C5=C(C=C(C=C5)F)C(=O)N,6.85
28609,P49841,COC1=C(C=C2C(=C1)C3=C(CC(=O)N2)C4=C(N3)C=CC(=C4)Br)OC,7.0
28493,P49841,CCN1C2=CC(=NC(=C2N=C1C3=NON=C3N)C#CC(C)(C)O)O[C@H](CN)C4=CC=CC=C4,6.72
28359,P49841,CN1C=C(C2=C1C=CC(=C2)Br)C3=C(C(=O)NC3=O)C4=COC5=C4C=CC(=C5)OCC6=CC=C(C=C6)OC,6.47
27629,P49841,C1CCNC2(C1)CCN(CC2)C3=NC=NC4=C3NC=N4,3.86
28858,P49841,CN1C(=O)C=C(N=C1NCC(=O)C2=CC=CC=C2F)C3=CC=NC=C3,7.57
28658,P49841,C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)F,7.1
28689,P49841,C1COCCN1C2=CC=C(C=C2)C3=CNC(=O)C4=C3SC(=C4)C5=CNN=C5,7.15
28954,P49841,CN(C)CCCN1C=C(C2=C1N=CC=C2)C3=C(C(=O)NC3=O)C4=CC=CC=C4Cl,7.82
28373,P49841,COC1=CC=C(C=C1)NC2=NN=C(O2)C3=CC=C(C=C3)S(=O)(=O)C,6.5
28245,P49841,CCCC(=O)NC1=NNC2=CC(=C(C=C21)C3=COC=C3)Cl,6.24
27604,P49841,C1COCCN1CCNC2=NC3=CC=CC=C3C4=C2C5=CC=CC=C5N4,1.3
28766,P49841,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN=CC=C4,7.38
28872,P49841,COC1=CC=C(C=C1)C2=COC3=C2C=C(C=C3)C4=NN=C(O4)SCC5=CC(=C(C=C5)OC)C(F)(F)F,7.6
28148,P49841,CCC1=NC2=C(C=NN2C(=C1)NCC3=CN=CC=C3)Br,6.04
28953,P49841,C1=CC=C2C(=C1)C(=CO2)C3=C(C(=O)NC3=O)C4=CN(C5=C4C=C(C=C5)F)CCCO,7.82
28682,P49841,CN1C(=CC(=CC1=O)C2=NC=NC=C2)N3CCO[C@H](C3)C4=CC=CC=C4OC,7.1450000000000005
28215,P49841,CC1=C2C=C(N=CC2=NN1)C3=CC(=C(N=C3C4=C(OC=C4)C)N)OC[C@H](CC5=CNC6=CC=CC=C65)N,6.17
28008,P49841,CN1C(=O)N(C(=O)S1)C2=CC=CC=C2,5.7
28013,P49841,C1=CC2=C(C=C1Br)C(=CN2)C3=NC(=NC=C3)N,5.7
28821,P49841,C1=CC(=CN=C1)NC(=O)C2=C3C(=NC=C2)N=C(N3)C4=CC=C(C=C4)F,7.494999999999999
27700,P49841,CN1CCC(CC1)NC(=O)C2=CN=C(N=C2NC3CCC(CC3)N(C)C)NC4=CC(=CC(=C4)Cl)Cl,4.52
28344,P49841,CN(C)CCCN1C2=CC=CC=C2C(=N1)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6=CC=CS6,6.43
28386,P49841,C1COCCN1CC2=CC=C(C=C2)/C=C/C3=NC=CC(=C3)C4=CC5=C(N4)NC=NC5=O,6.52
28860,P49841,CCCC(=O)NC1=C2C=C(C=NC2=NN1)C3=CC=CC=C3Cl,7.57
28892,P49841,CN(C)CCCC(=O)NC1=NNC2=NN=C(C=C21)C3=CC=CC=C3,7.66
28161,P49841,CC1=CC(=CC(=C1)N2CCN(CC2)CCCNC(=O)C3=NC(=NO3)C4=CN=CC=C4)C,6.05
28559,P49841,C1COCCOCCN2C=C(C3=C2N=CC=C3)C4=C(C5=CN1C6=CC=CC=C65)C(=O)NC4=O,6.86
29014,P49841,CN1CCC(CC1)C(=O)NC2=NNC3=NN=C(C=C32)C4=CC=CC=C4,8.05
28813,P49841,C1COCCOCCOCCN2C=C(C3=C2N=CC=C3)C4=C(C5=CN1C6=C5C=CC=N6)C(=O)NC4=O,7.47
28333,P49841,COC1=NC=C(C=C1)C2=C(N=CO2)C(=O)NCC3=CC=NC=C3,6.4
27790,P49841,C1=C(SC(=C1)Br)C(=O)CCl,5.0
28561,P49841,C1=CC=C(C(=C1)C2=C(C(=O)NC2=O)NC3=CC=CC(=C3)C(=O)O)Cl,6.87
28779,P49841,C1COCCN1CC(=O)NC2=CC=C(C=C2)CCNC(=O)C3=C4C(=C(C=C3)O)NC(=N4)C5=CC=C(C=C5)F,7.4
29058,P49841,CN1C=C(C2=C(C=CN=C21)C3=CC=C(C=C3)C(=O)NCCO)/C=C\4/C(=O)C5=C(O4)C=CC=C5O,8.23
29079,P49841,C1COCCN1CCCC(=O)NC2=NNC3=NN=C(C=C32)C4=CC=CC=C4,8.3
28097,P49841,CN1C=C(C2=C1C=CC=N2)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCCO,5.94
28062,P49841,CN(C)C(=O)C1=CC=CC=C1C2=CNC(=O)C3=C2SC(=C3)C4=CC=NC=C4,5.85
28048,P49841,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,5.82
28429,P49841,COC1=CC=C(C=C1)C2=C(C(=O)NC2=O)NC3=CC=C(C=C3)SC,6.61
27930,P49841,CN1C(=O)N(C(=O)S1)C2=CC=CC3=CC=CC=C32,5.52
28804,P49841,CC1=C2C(=C(C=C(C2=NC=C1)NCCCN)OC)OC3=CC=CC(=C3)C(F)(F)F,7.46
28781,P49841,CCN1C2=CC(=NC(=C2N=C1C3=NON=C3N)C#CC(C)(C)O)O[C@@H](CN)C4=CC=CC=C4,7.4
27669,P49841,CC(=O)OC1=C(C=CC(=C1)C2=CSC3=C2N4C=CC=C4C3=O)OC,4.3
27970,P49841,CCCC(=O)NC1=NNC2=C1C=CC(=C2)/C=C/C,5.61
28018,P49841,C1COCCN1CCCN2C3=C(C=CC=N3)C(=N2)C4=C(C(=O)NC4=O)C5=CN(C6=CC=CC=C65)CC7=CC=CC=C7,5.72
28829,P49841,COC1=C(C(=C(C2=C1N(C=C(C2=O)C(=O)O)C3CC3)N)F)NCCNC4=CC=CC5=CC=CC=C54,7.51
28391,P49841,C1=CC=C(C=C1)C2=C(C(=O)NC2=O)NC3=CC(=CC=C3)Cl,6.52
28339,P49841,CN1CCC(CC1)C(=O)NC2=NNC3=NC(=C(C=C32)Br)C4=CC=CC=C4,6.42
27874,P49841,C1CCN2CC[C@H]3C(=C[C@@](CC/C=C\C1)([C@H]4[C@]3(C2)CC/5N4CCCC/C=C5)O)C6=NC=CC7=C6NC8=C7C=CC=C8O,5.32
28168,P49841,CC1=CC(=C(C=C1)C)N2CCN(CC2)CCCNC(=O)C3=NC(=NO3)C4=CN=CC=C4,6.07
29089,P49841,CC(C)OC1=CC(=NC=C1C(=O)N)C2=CC(=NC=C2)NC(=O)C3CC3,8.36
28987,P49841,C1=CC2=C(N=C1)N(C=C2C3=C(C(=O)NC3=O)C4=NC=CN=C4)CCCO,7.95
28652,P49841,CC1=NC(=NN1)C2=CC3=C(C=C2)OC=C3C4=CC=C(C=C4)S(=O)C,7.09
28169,P49841,CSC1=CC=C(C=C1)C2=NN=C(O2)NC3=CC=C(C=C3)Cl,6.07
27893,P49841,C1=CC=C(C=C1)N2C3=NC(=NC=C3NC2=O)NC4=CC=C(C=C4)C(=O)O,5.4
28520,P49841,CC1=C2C(=NN1)N=CC(=N2)C3=CC(=CN=C3C4=COC=C4)OC[C@H](CC5=CNC6=CC=CC=C65)N,6.8
27646,P49841,CCCCN1C(=O)N(SC1=O)CC,4.15
28866,P49841,COC1=CC=CC(=C1)/C=N/NC2=NC=NC3=C2C=NN3C4=CC(=CC=C4)OC,7.6
28213,P49841,COC1=CC=C(C=C1)C2=C(C(=O)NC2=O)N3CCC4=CC=CC=C43,6.16
27972,P49841,CSC1=NC(=O)C(=C(N1)N[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)Cl,5.62
28515,P49841,C1CN(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CC(=CC=C4)[N+](=O)[O-],6.79
28347,P49841,COC1=C(C=C(C=N1)C2=C(N=CO2)C(=O)NCC3=CC=NC=C3)Cl,6.45
28971,P49841,C1CC1N2C=C(C(=O)C3=C(C(=C(C=C32)NCCNC4=CC=CC=N4)F)N)C(=O)O,7.89
28229,P49841,COCC1=CC=CC=C1C2=CNC(=O)C3=C2SC(=C3)C4=CC=NC=C4,6.2
29056,P49841,CCCC(=O)NC1=NNC2=C(C(=C(C=C21)C3=CC=CC=C3)Cl)F,8.22
27614,P49841,CC(C)(C)OC(=O)N1C(=O)CC2=C(C3=CC=CC=C31)N(C4=C2C=C(C=C4)Br)C(=O)OC(C)(C)C,3.19
28928,P49841,CN1C=C(C2=C1N=CC=C2)C3=C(C(=O)NC3=O)C4=COC5=CC=CC=C54,7.75
28435,P49841,COC1=CC2=C(C=C1)C3=C(CC(=O)N2)C4=C(N3)C=CC(=C4)C(F)(F)F,6.62
28093,P49841,C1=CC=C(C=C1)NC2=NC(=NC=C2C3C=NN=N3)NC4=CC=C(C=C4)C(=O)O,5.93
28486,P49841,COC1=CC=CC(=C1)C2=C(C(=O)NC2=O)NC3=CC=CC(=C3)C(=O)O,6.71
28532,P49841,CSC1=CC=C(C=C1)NC2=C(C(=O)NC2=O)C3=CC(=CC=C3)[N+](=O)[O-],6.82
29108,P49841,CN1C(=O)C=C(N=C1N2CCO[C@H](C2)C3=CC=CC=C3F)C4=NC=NC=C4,8.49
29104,P49841,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CC=CC=C4Cl,8.44
27912,P49841,CC1=CC(=C(C=C1)C)N2CCN(CC2)CCCNC(=O)C3=NC(=NO3)C4=CN=CN=C4,5.47
27959,P49841,COC1=CC=CC=C1N2C3=C(C=N2)C(=NC=N3)N/N=C/C4=CC=NC=C4,5.6
28808,P49841,CN1C=C(C2=C1C=CC(=C2)I)C3=C(C(=O)NC3=O)C4=COC5=CC=CC=C54,7.46
28718,P49841,C1CC2(C1)COC3=C(C(=C(C4=C3N2C=C(C4=O)C(=O)O)N)F)NCCNC5=CC=CC=N5,7.24
28237,P49841,C1=CC=C(C(=C1)C2=C(C(=O)NC2=O)NC3=CC(=C(C=C3)O)Cl)[N+](=O)[O-],6.217142857142857
29155,P49841,C[C@H]1COC2=C(C(=C(C3=C2N1C=C(C3=O)C#N)N)F)NCCCC4=CC=CC=N4,9.22
28656,P49841,C1=CC(=CC(=C1)[N+](=O)[O-])C2=C(C(=O)NC2=O)NC3=CC=CC(=C3)C(=O)O,7.1
29067,P49841,C1COC2=C(O1)C=CC(=C2)C3=NN=C(O3)SCC4=CC=C(C=C4)C5=CC=CC=C5C#N,8.3
28356,P49841,C1CN(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CC=CC=C4Cl,6.47
28134,P49841,C1=CC(=CC(=C1)C(=O)CBr)C#N,6.0
28108,P49841,COC1=CC=C(C=C1)C2=C(C3=NC=CN=C3N2)CC4CC4,5.96
28129,P49841,C1CC1C(=O)NC2=NNC3=C2C=CC(=C3)C4=C(C=CC(=C4)F)F,6.0
28723,P49841,CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N,7.252499999999999
29100,P49841,CCNCC1=CC=C(C=C1)/C=N/NC2=NC=NC3=C2C=NN3C4=CC(=CC=C4)OC,8.4
28802,P49841,CCS(=O)C1=CC=C(C=C1)C2=COC3=C2C=C(C=C3)C4=CC=C(O4)C,7.46
29039,P49841,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C(C=CC(=C4)Cl)Cl,8.15
28793,P49841,CN(C)C1=C2CCCN3C=C(C4=CC=CC=C43)C5=C(C6=CN(CCCC(=N1)C=C2)C7=CC=CC=C76)C(=O)NC5=O,7.43
28487,P49841,C1=CC=C(C(=C1)C2=C(C(=O)NC2=O)NC3=CC(=CC=C3)Cl)Cl,6.71
28263,P49841,COC1=CC=C(C=C1)NC2=NN=C(O2)C3=CC=C(C=C3)Cl,6.27
28086,P49841,CCN1C2=CC(=NC(=C2N=C1C3=NON=C3N)C#CC(C)(C)O)OC[C@H](C)N,5.92
28958,P49841,C1CN(CC1C(=O)NC2=NNC3=NC(=C(C=C32)Br)C4=CC=CO4)CC5=CC=CC=C5,7.85
28171,P49841,C1CN(CCN1CCCNC(=O)C2=NC(=NO2)C3=CN=CC=C3)C4=CC=CC=C4,6.07
28730,P49841,C1=CC(=C(C=C1C2=NC3=C(C=CC(=C3N2)O)C(=O)NCCCN4C=CN=C4)Cl)F,7.2766666666666655
28317,P49841,C/C(=C/1\C(=O)N=C(S1)N)/C2=CC=C(O2)C3=CC=C(C=C3)S(=O)(=O)N,6.37
29044,P49841,COC1=CC=C(C=C1)NC2=NN=C(O2)C3=CC=C(C=C3)[N+](=O)[O-],8.15
29026,P49841,COC1=CC=CC(=C1)N2C3=C(C=N2)C(=NC=N3)N/N=C/C4=CC=C(C=C4)F,8.1
29007,P49841,CC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)N(C)/N=C/C2=CN=C3N2C=C(C=C3)Br,8.0
28604,P49841,CC1=CC=CC2=C1N(C=C2C3=C(C(=O)NC3=O)C4=NN=C5N4C=CC=C5)C,6.98
