,target_id,smiles,pAc
23362,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)NC)C3=CC(=C(C=C3)C(=O)N4CCN(CC4)C)F,8.33
23111,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCOC(C4)(C)C)F,8.05
22221,P42345,CCC1=NC=CC(=C1C#CC2=CN=C(C=C2)N)C3=CC=C(C=C3)C(C)(C)C#N,7.03
24012,P42345,COC(=O)N1CCC(CC1)N2C3=C(C=N2)C(=NC(=N3)C4=CC=C(C=C4)NC(=O)NC5=CC=NC=C5)N6CCOCC6,9.52
23425,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N(C)O)F,8.4
21940,P42345,CC1=NC(=NC(=N1)NCC#C)N2C3=CC=CC=C3N=C2NC4=CC=NN4,6.589999999999999
21683,P42345,CC(=O)O[C@@H]1C[C@]2([C@@H](CC[C@@H]2O)C3=C1[C@]4([C@H](OC(=O)/C(=C/N(CCCN(C)C)C(C)(C)C)/C4=C(C3=O)O)COC)C)C,6.09
22174,P42345,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=NC=C4)NC)N5CCOC[C@@H]5C,6.96
21890,P42345,CCN(C)C(=O)C1=CC=CC(=C1)C2=NC3=C(C=C2)C(=NC(=N3)N4CCOC[C@@H]4C)N5CCOC[C@@H]5C,6.49
22329,P42345,CCC1=C(C(=NC=N1)N2CCC3=C(C2)C=CC=N3)C#CC4=CN=C(C=C4)N,7.17
23462,P42345,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@@H]([C@@H](C4)OC)N5C=NN=N5)C)/C)O)OC)C)C)/C)OC,8.48
24067,P42345,COC(=O)N1CCC(CC1)N2C3=C(C=N2)C(=NC(=N3)C4=CC=C(C=C4)NC(=O)NC5=CC=C(C=C5)CO)N6CCOCC6,10.1
22604,P42345,CS(=O)(=O)NC1=C(N=CC(=C1)C2=CN=C3N2C=CC(=C3)C4=CN=CC=C4)Cl,7.49
23536,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCS(=O)CC4)Cl,8.559999999999999
22157,P42345,CNC(=O)C1=CC=C(C=C1)C2=CN=C3C(=N2)N(C(=O)N3)CC4CCCCC4,6.92
23813,P42345,CCC1=NC=CC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCN(CC4)C5CCOCC5)F,9.0
23160,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCN(CC4)CCN(C)C)OC,8.1
22895,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCN(CC4)CC5CCCCC5)OC,7.8
22957,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCN(CC4)CC)C(F)(F)F,7.87
22468,P42345,C1COCCC1CN2C3=NC(=CN=C3NC2=O)C4=CC=C(C=C4)C5=NC=NN5,7.3599999999999985
23979,P42345,C1CC2COCC1N2C3=NC(=NC(=N3)N4CCOCC4)C5=CC=C(C=C5)NC(=O)NC6=CC=C(C=C6)CO,9.37
21881,P42345,CC1=NC(=NC(=N1)C2=CC(=CN=C2NC3=CC(=C(N=C3)Cl)NS(=O)(=O)C)[C@H](C)N4CCOCC4)N,6.47
22158,P42345,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)CNC(=O)C(F)(F)F)N5CCOC[C@@H]5C,6.92
21645,P42345,CC1=NC(=NC(=N1)C2=CC(=CN=C2NC3=CN=C(C=C3)OC)C(C(F)(F)F)N)N,5.96
23999,P42345,C1CC2CN(CC1O2)C3=NC(=NC4=C3SC=C4)C5=CC=C(C=C5)NC(=O)NCCO,9.47
23682,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCC(C4)N5CCC(CC5)C)Cl,8.75
22896,P42345,CC1=C(C=CC(=C1)C2=C3N=C(C=CN3N=C2)N4[C@H](COC4=O)C(C)C)C5=NC=NN5,7.8
24026,P42345,C1CC2COCC1N2C3=NC(=NC(=N3)C4=CC=C(C=C4)NC(=O)NC5=CC=C(C=C5)OCCO)N6C7CCC6COC7,9.59
24057,P42345,CN(C)CCNC(=O)C1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=NC(=NC(=N3)N4C5CCC4COC5)C6CCOCC6,9.85
23069,P42345,CC1=C(C(=NC=N1)N2CCC3(CCN(C3=O)C)CC2)C#CC4=CN=C(C=C4)N,8.0
22220,P42345,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC=C(C=C4)CN5CC[C@H](C5)O)N6CCOC[C@@H]6C,7.03
22282,P42345,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCC(CC5)(C6=CC=CC=C6)O,7.11
23794,P42345,CCN1C2=C(C=N1)C(=NC(=N2)C3=CC=C(C=C3)NC(=O)NC4=CC=C(C=C4)CN(C)C)N5CC6CCC(C5)O6,8.96
23665,P42345,C1CC1NC(=O)NC2=CC=C(C=C2)C3=NC4=C(C=NN4CC(F)(F)F)C(=N3)N5C[C@@H]6C[C@H]5CO6,8.72
22798,P42345,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(C(=N2)N4CCOC[C@@H]4C)N(N=C3)C,7.715
23684,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C(=C3)F)C(=O)N4CCN5C(=CN=C5C4)C)F,8.76
21830,P42345,CC1=NC(=NC(=N1)C2=C(N=CC=C2)NC3=CC(=C(N=C3)Cl)NS(=O)(=O)N(C)C(C)C)N,6.38
22165,P42345,C1COCCN1C2=NC(=NC3=C2C=NN3C4=CC=CC=C4)C5=CC(=CC=C5)N,6.95
22592,P42345,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(CO[C@]3(C)CCO)C(=N2)N4CCOCC4,7.4849999999999985
21952,P42345,CC(=O)O[C@@H]1C[C@]2([C@@H](CC[C@@H]2O)C3=C1[C@]4([C@H](OC(=O)/C(=C/N5CCN(CC5)CCCN(C)C)/C4=C(C3=O)O)COC)C)C,6.6
23060,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C(=C3)Cl)C(=O)N4CCC5(CC4)CN(C5)C)F,8.0
22910,P42345,CN(C)S(=O)(=O)NC1=C(N=CC(=C1)C2=CN=C3N2C=C(C=C3)C4=CC=NC=C4)Cl,7.82
21519,P42345,CS(=O)(=O)CC1=CC(=NC(=N1)C2=CC=C(C=C2)NS(=O)(=O)C)N3CCOCC3,5.59
22521,P42345,CC1=NC(=NC2=NC=C(C=C12)C3=CC(=C(N=C3)OC)NS(=O)(=O)C4=CC=C(S4)Cl)N,7.42
21791,P42345,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC(C)C)C(=O)N)N5CCOC[C@@H]5C,6.31
23511,P42345,CC1=C(C=CC(=N1)N)C#CC2=C(C=CN=C2C)C3=CC(=C(C=C3)C(=O)N4CCN(CC4)C)F,8.52
23848,P42345,CCN1C2=C(C=N1)C(=NC(=N2)C3=CC=C(C=C3)NC(=O)NC4=CC=C(C=C4)N(C)CCN(C)C)N5CC6CCC(C5)O6,9.05
22155,P42345,C1CCC(CC1)CN2C3=NC(=CN=C3NC2=O)C4=CC=C(C=C4)C5=CNN=C5,6.92
22639,P42345,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=CN=C(N=C4)N)N5CCOCC5,7.54
23394,P42345,CCCCN1CCN(CC1)C(=O)C2=C(C=C(C=C2)C3=C(C(=NC=N3)CC)C#CC4=CN=C(C=C4)N)F,8.4
21941,P42345,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=NC=C4)Cl)N5CCOC[C@@H]5C,6.59
23672,P42345,CN(C)CCOC1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=NC(=NC(=N3)N4C5CCC4COC5)N6CCOCC6,8.73
23203,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCC5(C4)CCN(CC5)C(=O)OC(C)(C)C)F,8.15
23747,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C(=C3)Cl)C(=O)N4CCN(CC4)CCC#N)Cl,8.86
23924,P42345,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3CC)C(=N2)N4CC5CCC(C4)O5,9.22
23659,P42345,CC1=NC(=NC(=N1)C2=C(N=C3N2C=C(C=C3)C4=CN(N=C4)C5CC5)NC6=CC=NN6)N,8.7
22870,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCC(CC4)N5CCCC5)F,7.77
21588,P42345,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C(C=NC4=CC=CC=C43)N(C2=O)C,5.79
23032,P42345,CCCN1CCN(CC1)C(=O)C2=C(C=C(C=C2)C3=C(C(=NC=C3)CC)C#CC4=CN=C(C=C4)N)OC,7.96
23697,P42345,CN1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)C4=NC5=C(C=CN5CC(F)(F)F)C(=N4)N6CCOCC6,8.77
24007,P42345,CCN1C2=C(C=N1)C(=NC(=N2)C3=CC=C(C=C3)NC(=O)NC4=CC=CC=C4)N5CC6CCC(C5)O6,9.52
22994,P42345,CC(C)[C@H]1CN(C(=O)N1C2=NC3=C(C=NN3C=C2)C4=CC=C(C=C4)C5=NC=CN5)CC6CCN(CC6)C,7.91
22172,P42345,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)NCCNC,6.96
23838,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCN5C(=CN=C5C4)C)Cl,9.01
21739,P42345,C1CCC(C1)N2C3=C(C(=N2)C4=CC5=C(C=C4)C=NN5)C(=NC=N3)N,6.22
22082,P42345,C1COCCN1C2=NC(=NC3=C2NC=N3)C4=CC5=C(C=C4)C=CN5,6.82
23153,P42345,CCC1=NC=NC(=C1C#CC2=C(N=C(C=C2)N)C)C3=CC(=C(C=C3)C(=O)N4CCN5CCCCC5C4)F,8.1
23251,P42345,CC1=NC(=NC(=N1)C2=C(N=C3N2C=C(C=C3)C4=CC=NC=C4)NC5=CC=NN5)N,8.22
22951,P42345,CC1=C2C=C(C(=O)N(C2=CC(=N1)N)C3CCCC3)C4=CC(=C(N=C4)OC)NS(=O)(=O)C5=CC=CC(=C5)F,7.86
21499,P42345,CC1=NC(=NC(=N1)C2=CC(=CN=C2NC3=CN=C(C=C3)OC)[C@@H](C)N4CCN(CC4)S(=O)(=O)C)N,5.49
23692,P42345,C1COCCN1C2=NC(=NC(=N2)C3=CC=C(C=C3)NC(=O)NC4=CC=CS4)N5CCOCC5,8.77
22679,P42345,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)CN)N5CCOC[C@@H]5C,7.57
23292,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)NC)C3=CC(=C(C=C3)C(=O)N4CCC(CC4)C(C)(C)O)F,8.28
21564,P42345,COC1=NC=NC(=N1)N2C3=CC=CC=C3N=C2NC4=CC(=CC=C4)O,5.72
23902,P42345,COC(=O)N1CCC(CC1)N2C3=C(C=N2)C(=NC(=N3)C4=CC=C(C=C4)NC(=O)NC5=CC=C(C=C5)CCN6CCCC6)N7CCOCC7,9.15
23948,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C(=C3)F)C(=O)N4CCN(CC4)CCCS(=O)(=O)C)F,9.27
22904,P42345,CC(=O)NC1=NC2=C(S1)C=C(C=C2)C3=CN=CC(=N3)NS(=O)(=O)C4=CC=C(C=C4)OC,7.82
22186,P42345,CC1=C(C2=C(N1CCCN3CCN(CC3)CCO)C=CC(=C2)OC)/C=C\4/C(=O)C5=C(C=C(C=C5O4)O)O,6.97
22552,P42345,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)F)C5=NNN=N5)N6CCOC[C@@H]6C,7.46
23582,P42345,C1[C@@H](N(C(=O)O1)C2=NC3=C(C=NN3C=C2)C4=CC=C(C=C4)C5=NC=NN5)C6=CC=C(C=C6)F,8.64
22273,P42345,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCCC(C5)CN(C)C,7.1
21827,P42345,CC1=NC(=NC(=N1)C2=C(N=CC=C2)NC3=CC(=C(N=C3)Cl)NS(=O)(=O)N4CCOCC4)N,6.38
21549,P42345,COC1=C(N=CC(=C1)C2=CN=C3N2C=C(C=C3)N4[C@H](COC4=O)CC5=CC=CC=C5)OC,5.69
24001,P42345,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3C4CCN(CC4)C(=O)OC)C(=N2)N5CCOCC5,9.49
22154,P42345,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)C5=CC(=CC=C5)COC,6.92
21810,P42345,C1CCN(CC1)NC(=O)NC2=CC=C(C=C2)C3=NC(=NC(=N3)N4CCOCC4)N5CCOCC5,6.34
23242,P42345,CC1=NC(=NN1)C2=CC=C(C=C2)C3=C4N=C(C=CN4N=C3)N5[C@H](COC5=O)C(C)C,8.21
23529,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCC(CC4)O)Cl,8.55
23980,P42345,C[C@@H]1COCCN1C2=NC(=NC(=N2)C3=CC=C(C=C3)NC(=O)NC4=CC=C(C=C4)C(=O)N5CCN(CC5)C(C)C)N6C7CCC6COC7,9.38
23000,P42345,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)CO)C5=CN=CC=C5,7.92
22461,P42345,CCOC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3C4CCN(CC4)CC5=CC=CC=C5)C(=N2)N6CCOCC6,7.34
22684,P42345,CC(=O)NC1=CC=C(C=C1)C2=NC3=C(C(=N2)N4CC5CCC(C4)O5)SC=C3,7.58
22901,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCN(CC4)C(=O)OCC)F,7.8
23409,P42345,CCC1=NC=CC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCN(CC4)C5CCCC5)F,8.4
23343,P42345,C1COCCN1C2=CN=C3C=CC(=CC3=N2)C4=CC(=C(N=C4)Cl)NS(=O)(=O)C5=CC=C(C=C5)F,8.3
23066,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)NC4CC(C4)N5CCCCC5)F,8.0
23940,P42345,CCN1CCN(CC1)C2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)C4=NC(=NC(=N4)N5C6CCC5COC6)C7CCOCC7,9.25
21887,P42345,C1=CC=C2C(=C1)N=C(N2C3=NC(=NC=N3)NCC#N)NC4=CC(=CC=C4)O,6.49
21915,P42345,CC(=O)NC1=NC2=C(S1)C=C(C=C2)C3=NC(=NC=C3)N(C)S(=O)(=O)C4=CC=C(C=C4)OC,6.55
22827,P42345,COC1=C(C=C(C=N1)C2=CN=C3C(=C2)C(=NC(=N3)N)C4=CC=NC=C4)NS(=O)(=O)C5=C(C=C(C=C5)F)F,7.74
22529,P42345,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCC(CC5)CN,7.43
21334,P42345,COCC1=CC=CC(=C1)C2=NC(=CC(=N2)N3CCOCC3)CS(=O)(=O)C,4.65
21565,P42345,COC1=C(C=CC(=C1)C2=NN(C3=C2C(=NC=N3)N)C4CCCC4)N,5.72
23136,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C(=C3)F)C(=O)N4CCN(CC4)CC#C)F,8.07
22160,P42345,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)OCCN(C)C,6.92
23890,P42345,CNC(=O)C1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=NC(=NC(=N3)N4CCOCC4)N5CCOCC5,9.15
21455,P42345,C[C@@H]1CN2C(=C(C=N2)C3CCN(CC3)S(=O)(=O)C)CN1C4=CC(=NC5=C4C=CN5)Cl,5.36
21993,P42345,C1CNCCC1N2C3=C(C=N2)C(=NC(=N3)C4=CC(=CC=C4)O)N5CCOCC5,6.67
22934,P42345,C1CN(CCN1)CCN2C=CC3=C2N=C(N=C3N4CCOCC4)C5=CC=C(C=C5)NC(=O)NC6=CC=NC=C6,7.85
21765,P42345,CN1C2=C(C(=N1)C3=CC(=C(C=C3)Br)O)C(=NC=N2)N,6.26
21413,P42345,CC1=NC(=NC(=N1)C2=C(N=CC=C2)NC3=CN=C(C=C3)N)N,5.23
24024,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCCO4)Cl,9.57
22816,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C(=C3)F)C(=O)N4CCC(CC4)(F)F)F,7.73
22454,P42345,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(CO[C@@]3(C)CCN(C)C)C(=N2)N4CCOC[C@@H]4C,7.335
23124,P42345,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(CO[C@@]3(C)CC(C)(C)O)C(=N2)N4CCOCC4,8.05
23560,P42345,COC(=O)C1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=NC(=NC(=N3)N4CCOCC4)N5CCOCC5,8.6
21326,P42345,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,4.46
22969,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N(C)CC4CCN(CC4)C)F,7.89
21530,P42345,C1CNC[C@@H]1N2C3=C(C(=N2)C4=CC(=C(C=C4)Cl)O)C(=NC=N3)N,5.62
23904,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C(=C3)Cl)C(=O)N4CCN(CC4)C(C)C)F,9.17
21756,P42345,CC1=NC(=NC(=N1)N)N2C3=CC=CC=C3N=C2NC4=CNN=C4,6.246666666666666
22756,P42345,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(CO[C@]3(C)CC(C)(C)O)C(=N2)N4CCOC[C@@H]4C,7.67
21873,P42345,CC1=C(C=C(C=N1)C2=CC3=C(N=CN=C3S2)C4=CC=NC=C4)NS(=O)(=O)C5=C(C=C(C=C5)F)F,6.46
21906,P42345,CC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)N(C)/N=C/C2=C3C=C(C=CN3N=C2)C#N,6.52
22577,P42345,CCN1CCC(CC1)N(C)C(=O)C2=C(C=CC(=C2)C3=C(C(=NC=C3)C)C#CC4=CN=C(C=C4)N)F,7.48
23797,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C(=C3)F)C(=O)N4CCNCC4)F,8.99
23182,P42345,C[C@@H]([C@H]1COC(=O)N1C2=NC3=C(C=NN3C=C2)C4=CC(=C(C=C4)C5=NC=NN5)F)OC,8.13
23828,P42345,CNC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3CC(F)(F)F)C(=N2)N4CCOCC4,9.0
22426,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CN=C(C=C3)OC,7.29
23271,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCS(=O)CC4)C,8.23
23901,P42345,CCN1C2=C(C=N1)C(=NC(=N2)C3=CC=C(C=C3)NC(=O)NC4=CN=C(C=C4)N5CCN(CC5)C)N6CC7CCC(C6)O7,9.15
22237,P42345,CCC1=C(C(=NC=N1)N2CCN(CC2)C(=O)C3=CC=CC=N3)C#CC4=CN=C(C=C4)N,7.05
23623,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCN(CC4)CC)Cl,8.7
23966,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C(=C3)F)C(=O)N4CCN(CC4)CC5=NC(=C(O5)C)C)F,9.31
22879,P42345,CN1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=CC=C(C=C4)NC(=O)NC5CC5)N6CC7CCC(C6)O7,7.8
22343,P42345,CC(C)(C1=NC=C(C=C1)C2=CN=C3C(=N2)N(C(=O)N3)CCC4CCOCC4)O,7.19
