target_id,smiles,pAc
O00329,CS(=O)(=O)C1=CN=CC(=C1)C2=CC3=NC(=NN3C=C2)N,1.4
O00329,C1=CN2C(=NC(=N2)N)C=C1C3=CC(=CN=C3)S(=O)(=O)N,1.5
O00329,CC(C)NS(=O)(=O)C1=CN=CC(=C1)C2=CC3=NC(=NN3C=C2)N,1.5
O00329,CC1(CCN1S(=O)(=O)C2=CN=CC(=C2)C3=CC4=NC(=NN4C=C3)N)C,1.5
O00329,CC(C)(C(F)(F)F)NS(=O)(=O)C1=CN=CC(=C1)C2=CC3=NC(=NN3C=C2)N,1.5
O00329,CNS(=O)(=O)C1=CN=CC(=C1)C2=CC3=NC(=NN3C=C2)N,1.6
O00329,C1=CC=C(C=C1)NS(=O)(=O)C2=CN=CC(=C2)C3=CC4=NC(=NN4C=C3)N,1.6
O00329,C1=CC=C(C=C1)CNS(=O)(=O)C2=CN=CC(=C2)C3=CC4=NC(=NN4C=C3)N,1.7
O00329,CCCNS(=O)(=O)C1=CN=CC(=C1)C2=CC3=NC(=NN3C=C2)N,1.7
O00329,CCN(CC)S(=O)(=O)C1=CN=CC(=C1)C2=CC3=NC(=NN3C=C2)N,1.9
O00329,C1=CN2C(=NC(=N2)N)C=C1C3=CC(=CN=C3)S(=O)(=O)NCC(F)(F)F,2.1
O00329,CC(C)(C)NS(=O)(=O)C1=CN=CC(=C1)C2=CC3=NC(=NN3C(=C2)F)N,2.1
O00329,CC(C)(C)NS(=O)(=O)C1=CN=CC(=C1)C2=CC3=NC(=NN3C=C2)N,3.725
O00329,CC(C1=NC2=C(C3CCCN3C(=S)N2C4=CC=CC=C4)C(=N1)N5CCOCC5)N6CCOCC6,3.81
O00329,C1CC2C3=C(N=C(N=C3N4CCOCC4)CN5CCOCC5)N(C(=S)N2C1)C6=CC=CC=C6,3.92
O00329,C1CCC(C1)N2C3=C(C(=N2)C4=CC5=C(C=C4)NC(=O)C=C5)C(=NC=N3)N,4
O00329,C1CC1CN2C=CC(=CC2=O)C3=CC4=C(C=C3)N=C(S4)NCC5CCOCC5,4
O00329,CC(C)(C)N1C2=C(C(=N1)C3=CC4=CC=CC=C4C=C3)C(=NC=N2)N,4
O00329,CN1C2=C(C(=N1)C3=CC=CC(=C3)C4=CC=CC=C4)C(=NC=N2)N,4
O00329,C1=CC(=CC(=C1)OCC2=C(C=CC=C2Cl)Cl)C3=C4C(=NC=NC4=NN3)N,4
O00329,C1=CC(=CC=C1C2=C3C(=NC=NC3=NN2)N)[N+](=O)[O-],4
O00329,CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)NC(=O)C=C4)C(=NC=N2)N,4
O00329,CC(C)N1C2=C(C(=N1)C3=CN=CN=C3)C(=NC=N2)N,4
O00329,C1=CC=C(C=C1)OC2=CC=CC(=C2)C3=C4C(=NC=NC4=NN3)N,4
O00329,C1CC2=CC=CC=C2CC1C3=C4C(=NC=NC4=NN3)N,4
O00329,CN1C2=C(C(=N1)C3=CC=C(C=C3)OCC4=CC=CC=C4)C(=NC=N2)N,4
O00329,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=C4C(=NC=NC4=NN3)N,4
O00329,CC(C)N1C2=C(C(=N1)C3=CC(=CC=C3)O)C(=NC=N2)NC,4
O00329,C1=CC(=CC(=C1)N)C2=C3C(=NC=NC3=NN2)N,4.09
O00329,C1=CC=NC(=C1)C2=CC3=C(C=C2)N=C(S3)N,4.1
O00329,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,4.12
O00329,CN1C2=C(C(=O)N(C1=O)C)NC=N2,4.12
O00329,CC(C)N1C2=C(C(=N1)C3=CC4=NC=CN4C=C3)C(=NC=N2)N,4.14
O00329,COC1=CC=CC(=C1)C2=NC3=C(C4CCCN4C(=S)N3C5=CC=CC=C5)C(=N2)N6CCOCC6,4.15
O00329,C1=CN=CC=C1C2=CNC(=O)C(=C2)C#N,4.18
O00329,CN(C)C(=O)C1=NC=C(C=C1)C2=CC3=C(C=C2)N=C(S3)N,4.2
O00329,CNCC1=NC=C(C=C1)C2=CC3=C(C=C2)N=C(S3)N,4.2
O00329,COC1=CC=C(C=C1)C2=NC3=C(C4CCCN4C(=S)N3C5=CC=CC=C5)C(=N2)N6CCOCC6,4.24
O00329,C1=CN=C(N=C1)C2=CC3=C(C=C2)N=C(S3)N,4.3
O00329,CC1=CC2=C(C=C1)OCCN3C2=NC4=C3C=CC(=C4)Br,4.32
O00329,CC1=CC2=NC3=C(C=C2C=C1)C(=NN3C)OC(=O)COC4=CC=CC=C4,4.33
O00329,C1=CN=CC=C1C2=NC3=NC(=NN3C=C2)N,4.37
O00329,C1COC2=C(C=C(C=C2)Cl)C3=NC4=C(N31)C=CC(=C4)F,4.37
O00329,C1=CNC2=NC=C(C=C21)C3=CC=NC=C3,4.39
O00329,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CC=CS3)N,4.4
